# Generated by SimCore Ground Collision Exporter.
# level=NewMap source_actor=Landscape_0 spacing_cm=100.000
# map_origin_world_cm=0.000,0.000,0.000
# height_discontinuity_filter=disabled_explicit_ground_actor max_delta_cm=100.000
# coordinate_mapping=east:UE_Y/100,north:UE_X/100,up:UE_Z/100
surface_id,e0,n0,u0,e1,n1,u1,e2,n2,u2
landscape_ground,-15.000000,6.000000,0.000000,-15.000000,7.000000,0.000000,-14.000000,7.000000,0.000000
landscape_ground,-15.000000,6.000000,0.000000,-14.000000,7.000000,0.000000,-14.000000,6.000000,0.000000
landscape_ground,-15.000000,7.000000,0.000000,-15.000000,8.000000,0.000000,-14.000000,8.000000,0.000000
landscape_ground,-15.000000,7.000000,0.000000,-14.000000,8.000000,0.000000,-14.000000,7.000000,0.000000
landscape_ground,-15.000000,8.000000,0.000000,-15.000000,9.000000,0.000000,-14.000000,9.000000,0.000000
landscape_ground,-15.000000,8.000000,0.000000,-14.000000,9.000000,0.000000,-14.000000,8.000000,0.000000
landscape_ground,-15.000000,9.000000,0.000000,-15.000000,10.000000,0.000000,-14.000000,10.000000,0.000000
landscape_ground,-15.000000,9.000000,0.000000,-14.000000,10.000000,0.000000,-14.000000,9.000000,0.000000
landscape_ground,-15.000000,10.000000,0.000000,-15.000000,11.000000,0.000000,-14.000000,11.000000,0.000000
landscape_ground,-15.000000,10.000000,0.000000,-14.000000,11.000000,0.000000,-14.000000,10.000000,0.000000
landscape_ground,-15.000000,11.000000,0.000000,-15.000000,12.000000,0.000000,-14.000000,12.000000,0.000000
landscape_ground,-15.000000,11.000000,0.000000,-14.000000,12.000000,0.000000,-14.000000,11.000000,0.000000
landscape_ground,-15.000000,12.000000,0.000000,-15.000000,13.000000,0.000000,-14.000000,13.000000,0.000000
landscape_ground,-15.000000,12.000000,0.000000,-14.000000,13.000000,0.000000,-14.000000,12.000000,0.000000
landscape_ground,-15.000000,13.000000,0.000000,-15.000000,14.000000,0.000000,-14.000000,14.000000,0.000000
landscape_ground,-15.000000,13.000000,0.000000,-14.000000,14.000000,0.000000,-14.000000,13.000000,0.000000
landscape_ground,-15.000000,14.000000,0.000000,-15.000000,15.000000,0.000000,-14.000000,15.000000,0.000000
landscape_ground,-15.000000,14.000000,0.000000,-14.000000,15.000000,0.000000,-14.000000,14.000000,0.000000
landscape_ground,-15.000000,15.000000,0.000000,-15.000000,16.000000,0.000000,-14.000000,16.000000,0.000000
landscape_ground,-15.000000,15.000000,0.000000,-14.000000,16.000000,0.000000,-14.000000,15.000000,0.000000
landscape_ground,-15.000000,16.000000,0.000000,-15.000000,17.000000,0.000000,-14.000000,17.000000,0.000000
landscape_ground,-15.000000,16.000000,0.000000,-14.000000,17.000000,0.000000,-14.000000,16.000000,0.000000
landscape_ground,-15.000000,17.000000,0.000000,-15.000000,18.000000,0.000000,-14.000000,18.000000,0.000000
landscape_ground,-15.000000,17.000000,0.000000,-14.000000,18.000000,0.000000,-14.000000,17.000000,0.000000
landscape_ground,-15.000000,18.000000,0.000000,-15.000000,19.000000,0.000000,-14.000000,19.000000,0.000000
landscape_ground,-15.000000,18.000000,0.000000,-14.000000,19.000000,0.000000,-14.000000,18.000000,0.000000
landscape_ground,-15.000000,19.000000,0.000000,-15.000000,20.000000,0.000000,-14.000000,20.000000,0.000000
landscape_ground,-15.000000,19.000000,0.000000,-14.000000,20.000000,0.000000,-14.000000,19.000000,0.000000
landscape_ground,-15.000000,20.000000,0.000000,-15.000000,21.000000,0.000000,-14.000000,21.000000,0.000000
landscape_ground,-15.000000,20.000000,0.000000,-14.000000,21.000000,0.000000,-14.000000,20.000000,0.000000
landscape_ground,-15.000000,21.000000,0.000000,-15.000000,22.000000,0.000000,-14.000000,22.000000,0.000000
landscape_ground,-15.000000,21.000000,0.000000,-14.000000,22.000000,0.000000,-14.000000,21.000000,0.000000
landscape_ground,-15.000000,22.000000,0.000000,-15.000000,23.000000,0.000000,-14.000000,23.000000,0.019518
landscape_ground,-15.000000,22.000000,0.000000,-14.000000,23.000000,0.019518,-14.000000,22.000000,0.000000
landscape_ground,-15.000000,23.000000,0.000000,-15.000000,24.000000,0.015560,-14.000000,24.000000,0.066325
landscape_ground,-15.000000,23.000000,0.000000,-14.000000,24.000000,0.066325,-14.000000,23.000000,0.019518
landscape_ground,-15.000000,24.000000,0.015560,-15.000000,25.000000,0.057799,-14.000000,25.000000,0.157691
landscape_ground,-15.000000,24.000000,0.015560,-14.000000,25.000000,0.157691,-14.000000,24.000000,0.066325
landscape_ground,-15.000000,25.000000,0.057799,-15.000000,26.000000,0.140494,-14.000000,26.000000,0.285089
landscape_ground,-15.000000,25.000000,0.057799,-14.000000,26.000000,0.285089,-14.000000,25.000000,0.157691
landscape_ground,-15.000000,26.000000,0.140494,-15.000000,27.000000,0.252313,-14.000000,27.000000,0.460805
landscape_ground,-15.000000,26.000000,0.140494,-14.000000,27.000000,0.460805,-14.000000,26.000000,0.285089
landscape_ground,-15.000000,27.000000,0.252313,-15.000000,28.000000,0.401478,-14.000000,28.000000,0.647620
landscape_ground,-15.000000,27.000000,0.252313,-14.000000,28.000000,0.647620,-14.000000,27.000000,0.460805
landscape_ground,-15.000000,28.000000,0.401478,-15.000000,29.000000,0.567911,-14.000000,29.000000,0.849115
landscape_ground,-15.000000,28.000000,0.401478,-14.000000,29.000000,0.849115,-14.000000,28.000000,0.647620
landscape_ground,-15.000000,29.000000,0.567911,-15.000000,30.000000,0.739742,-14.000000,30.000000,1.057715
landscape_ground,-15.000000,29.000000,0.567911,-14.000000,30.000000,1.057715,-14.000000,29.000000,0.849115
landscape_ground,-14.000000,-7.000000,0.000000,-14.000000,-6.000000,0.000000,-13.000000,-6.000000,0.000000
landscape_ground,-14.000000,-7.000000,0.000000,-13.000000,-6.000000,0.000000,-13.000000,-7.000000,0.000000
landscape_ground,-14.000000,-6.000000,0.000000,-14.000000,-5.000000,0.000000,-13.000000,-5.000000,0.000000
landscape_ground,-14.000000,-6.000000,0.000000,-13.000000,-5.000000,0.000000,-13.000000,-6.000000,0.000000
landscape_ground,-14.000000,-5.000000,0.000000,-14.000000,-4.000000,0.000000,-13.000000,-4.000000,0.000000
landscape_ground,-14.000000,-5.000000,0.000000,-13.000000,-4.000000,0.000000,-13.000000,-5.000000,0.000000
landscape_ground,-14.000000,-4.000000,0.000000,-14.000000,-3.000000,0.000000,-13.000000,-3.000000,0.000000
landscape_ground,-14.000000,-4.000000,0.000000,-13.000000,-3.000000,0.000000,-13.000000,-4.000000,0.000000
landscape_ground,-14.000000,-3.000000,0.000000,-14.000000,-2.000000,0.000000,-13.000000,-2.000000,0.000000
landscape_ground,-14.000000,-3.000000,0.000000,-13.000000,-2.000000,0.000000,-13.000000,-3.000000,0.000000
landscape_ground,-14.000000,-2.000000,0.000000,-14.000000,-1.000000,0.000000,-13.000000,-1.000000,0.000000
landscape_ground,-14.000000,-2.000000,0.000000,-13.000000,-1.000000,0.000000,-13.000000,-2.000000,0.000000
landscape_ground,-14.000000,-1.000000,0.000000,-14.000000,0.000000,0.000000,-13.000000,0.000000,0.000000
landscape_ground,-14.000000,-1.000000,0.000000,-13.000000,0.000000,0.000000,-13.000000,-1.000000,0.000000
landscape_ground,-14.000000,0.000000,0.000000,-14.000000,1.000000,0.000000,-13.000000,1.000000,0.000000
landscape_ground,-14.000000,0.000000,0.000000,-13.000000,1.000000,0.000000,-13.000000,0.000000,0.000000
landscape_ground,-14.000000,1.000000,0.000000,-14.000000,2.000000,0.000000,-13.000000,2.000000,0.000000
landscape_ground,-14.000000,1.000000,0.000000,-13.000000,2.000000,0.000000,-13.000000,1.000000,0.000000
landscape_ground,-14.000000,2.000000,0.000000,-14.000000,3.000000,0.000000,-13.000000,3.000000,0.000000
landscape_ground,-14.000000,2.000000,0.000000,-13.000000,3.000000,0.000000,-13.000000,2.000000,0.000000
landscape_ground,-14.000000,3.000000,0.000000,-14.000000,4.000000,0.000000,-13.000000,4.000000,0.000000
landscape_ground,-14.000000,3.000000,0.000000,-13.000000,4.000000,0.000000,-13.000000,3.000000,0.000000
landscape_ground,-14.000000,4.000000,0.000000,-14.000000,5.000000,0.000000,-13.000000,5.000000,0.000000
landscape_ground,-14.000000,4.000000,0.000000,-13.000000,5.000000,0.000000,-13.000000,4.000000,0.000000
landscape_ground,-14.000000,5.000000,0.000000,-14.000000,6.000000,0.000000,-13.000000,6.000000,0.000000
landscape_ground,-14.000000,5.000000,0.000000,-13.000000,6.000000,0.000000,-13.000000,5.000000,0.000000
landscape_ground,-14.000000,6.000000,0.000000,-14.000000,7.000000,0.000000,-13.000000,7.000000,0.000000
landscape_ground,-14.000000,6.000000,0.000000,-13.000000,7.000000,0.000000,-13.000000,6.000000,0.000000
landscape_ground,-14.000000,7.000000,0.000000,-14.000000,8.000000,0.000000,-13.000000,8.000000,0.000000
landscape_ground,-14.000000,7.000000,0.000000,-13.000000,8.000000,0.000000,-13.000000,7.000000,0.000000
landscape_ground,-14.000000,8.000000,0.000000,-14.000000,9.000000,0.000000,-13.000000,9.000000,0.000000
landscape_ground,-14.000000,8.000000,0.000000,-13.000000,9.000000,0.000000,-13.000000,8.000000,0.000000
landscape_ground,-14.000000,9.000000,0.000000,-14.000000,10.000000,0.000000,-13.000000,10.000000,0.000000
landscape_ground,-14.000000,9.000000,0.000000,-13.000000,10.000000,0.000000,-13.000000,9.000000,0.000000
landscape_ground,-14.000000,10.000000,0.000000,-14.000000,11.000000,0.000000,-13.000000,11.000000,0.000000
landscape_ground,-14.000000,10.000000,0.000000,-13.000000,11.000000,0.000000,-13.000000,10.000000,0.000000
landscape_ground,-14.000000,11.000000,0.000000,-14.000000,12.000000,0.000000,-13.000000,12.000000,0.000000
landscape_ground,-14.000000,11.000000,0.000000,-13.000000,12.000000,0.000000,-13.000000,11.000000,0.000000
landscape_ground,-14.000000,12.000000,0.000000,-14.000000,13.000000,0.000000,-13.000000,13.000000,0.000000
landscape_ground,-14.000000,12.000000,0.000000,-13.000000,13.000000,0.000000,-13.000000,12.000000,0.000000
landscape_ground,-14.000000,13.000000,0.000000,-14.000000,14.000000,0.000000,-13.000000,14.000000,0.000000
landscape_ground,-14.000000,13.000000,0.000000,-13.000000,14.000000,0.000000,-13.000000,13.000000,0.000000
landscape_ground,-14.000000,14.000000,0.000000,-14.000000,15.000000,0.000000,-13.000000,15.000000,0.000000
landscape_ground,-14.000000,14.000000,0.000000,-13.000000,15.000000,0.000000,-13.000000,14.000000,0.000000
landscape_ground,-14.000000,15.000000,0.000000,-14.000000,16.000000,0.000000,-13.000000,16.000000,0.000000
landscape_ground,-14.000000,15.000000,0.000000,-13.000000,16.000000,0.000000,-13.000000,15.000000,0.000000
landscape_ground,-14.000000,16.000000,0.000000,-14.000000,17.000000,0.000000,-13.000000,17.000000,0.000000
landscape_ground,-14.000000,16.000000,0.000000,-13.000000,17.000000,0.000000,-13.000000,16.000000,0.000000
landscape_ground,-14.000000,17.000000,0.000000,-14.000000,18.000000,0.000000,-13.000000,18.000000,0.000000
landscape_ground,-14.000000,17.000000,0.000000,-13.000000,18.000000,0.000000,-13.000000,17.000000,0.000000
landscape_ground,-14.000000,18.000000,0.000000,-14.000000,19.000000,0.000000,-13.000000,19.000000,0.000000
landscape_ground,-14.000000,18.000000,0.000000,-13.000000,19.000000,0.000000,-13.000000,18.000000,0.000000
landscape_ground,-14.000000,19.000000,0.000000,-14.000000,20.000000,0.000000,-13.000000,20.000000,0.000000
landscape_ground,-14.000000,19.000000,0.000000,-13.000000,20.000000,0.000000,-13.000000,19.000000,0.000000
landscape_ground,-14.000000,20.000000,0.000000,-14.000000,21.000000,0.000000,-13.000000,21.000000,0.000000
landscape_ground,-14.000000,20.000000,0.000000,-13.000000,21.000000,0.000000,-13.000000,20.000000,0.000000
landscape_ground,-14.000000,21.000000,0.000000,-14.000000,22.000000,0.000000,-13.000000,22.000000,0.015560
landscape_ground,-14.000000,21.000000,0.000000,-13.000000,22.000000,0.015560,-13.000000,21.000000,0.000000
landscape_ground,-14.000000,22.000000,0.000000,-14.000000,23.000000,0.019518,-13.000000,23.000000,0.065534
landscape_ground,-14.000000,22.000000,0.000000,-13.000000,23.000000,0.065534,-13.000000,22.000000,0.015560
landscape_ground,-14.000000,23.000000,0.019518,-14.000000,24.000000,0.066325,-13.000000,24.000000,0.164815
landscape_ground,-14.000000,23.000000,0.019518,-13.000000,24.000000,0.164815,-13.000000,23.000000,0.065534
landscape_ground,-14.000000,24.000000,0.066325,-14.000000,25.000000,0.157691,-13.000000,25.000000,0.311587
landscape_ground,-14.000000,24.000000,0.066325,-13.000000,25.000000,0.311587,-13.000000,24.000000,0.164815
landscape_ground,-14.000000,25.000000,0.157691,-14.000000,26.000000,0.285089,-13.000000,26.000000,0.488922
landscape_ground,-14.000000,25.000000,0.157691,-13.000000,26.000000,0.488922,-13.000000,25.000000,0.311587
landscape_ground,-14.000000,26.000000,0.285089,-14.000000,27.000000,0.460805,-13.000000,27.000000,0.696011
landscape_ground,-14.000000,26.000000,0.285089,-13.000000,27.000000,0.696011,-13.000000,26.000000,0.488922
landscape_ground,-14.000000,27.000000,0.460805,-14.000000,28.000000,0.647620,-13.000000,28.000000,0.932673
landscape_ground,-14.000000,27.000000,0.460805,-13.000000,28.000000,0.932673,-13.000000,27.000000,0.696011
landscape_ground,-14.000000,28.000000,0.647620,-14.000000,29.000000,0.849115,-13.000000,29.000000,1.171045
landscape_ground,-14.000000,28.000000,0.647620,-13.000000,29.000000,1.171045,-13.000000,28.000000,0.932673
landscape_ground,-14.000000,29.000000,0.849115,-14.000000,30.000000,1.057715,-13.000000,30.000000,1.398372
landscape_ground,-14.000000,29.000000,0.849115,-13.000000,30.000000,1.398372,-13.000000,29.000000,1.171045
landscape_ground,-13.000000,-7.000000,0.000000,-13.000000,-6.000000,0.000000,-12.000000,-6.000000,0.000000
landscape_ground,-13.000000,-7.000000,0.000000,-12.000000,-6.000000,0.000000,-12.000000,-7.000000,0.000000
landscape_ground,-13.000000,-6.000000,0.000000,-13.000000,-5.000000,0.000000,-12.000000,-5.000000,0.000000
landscape_ground,-13.000000,-6.000000,0.000000,-12.000000,-5.000000,0.000000,-12.000000,-6.000000,0.000000
landscape_ground,-13.000000,-5.000000,0.000000,-13.000000,-4.000000,0.000000,-12.000000,-4.000000,0.000000
landscape_ground,-13.000000,-5.000000,0.000000,-12.000000,-4.000000,0.000000,-12.000000,-5.000000,0.000000
landscape_ground,-13.000000,-4.000000,0.000000,-13.000000,-3.000000,0.000000,-12.000000,-3.000000,0.000000
landscape_ground,-13.000000,-4.000000,0.000000,-12.000000,-3.000000,0.000000,-12.000000,-4.000000,0.000000
landscape_ground,-13.000000,-3.000000,0.000000,-13.000000,-2.000000,0.000000,-12.000000,-2.000000,0.000000
landscape_ground,-13.000000,-3.000000,0.000000,-12.000000,-2.000000,0.000000,-12.000000,-3.000000,0.000000
landscape_ground,-13.000000,-2.000000,0.000000,-13.000000,-1.000000,0.000000,-12.000000,-1.000000,0.000000
landscape_ground,-13.000000,-2.000000,0.000000,-12.000000,-1.000000,0.000000,-12.000000,-2.000000,0.000000
landscape_ground,-13.000000,-1.000000,0.000000,-13.000000,0.000000,0.000000,-12.000000,0.000000,0.000000
landscape_ground,-13.000000,-1.000000,0.000000,-12.000000,0.000000,0.000000,-12.000000,-1.000000,0.000000
landscape_ground,-13.000000,0.000000,0.000000,-13.000000,1.000000,0.000000,-12.000000,1.000000,0.000000
landscape_ground,-13.000000,0.000000,0.000000,-12.000000,1.000000,0.000000,-12.000000,0.000000,0.000000
landscape_ground,-13.000000,1.000000,0.000000,-13.000000,2.000000,0.000000,-12.000000,2.000000,0.000000
landscape_ground,-13.000000,1.000000,0.000000,-12.000000,2.000000,0.000000,-12.000000,1.000000,0.000000
landscape_ground,-13.000000,2.000000,0.000000,-13.000000,3.000000,0.000000,-12.000000,3.000000,0.000000
landscape_ground,-13.000000,2.000000,0.000000,-12.000000,3.000000,0.000000,-12.000000,2.000000,0.000000
landscape_ground,-13.000000,3.000000,0.000000,-13.000000,4.000000,0.000000,-12.000000,4.000000,0.000000
landscape_ground,-13.000000,3.000000,0.000000,-12.000000,4.000000,0.000000,-12.000000,3.000000,0.000000
landscape_ground,-13.000000,4.000000,0.000000,-13.000000,5.000000,0.000000,-12.000000,5.000000,0.000000
landscape_ground,-13.000000,4.000000,0.000000,-12.000000,5.000000,0.000000,-12.000000,4.000000,0.000000
landscape_ground,-13.000000,5.000000,0.000000,-13.000000,6.000000,0.000000,-12.000000,6.000000,0.000000
landscape_ground,-13.000000,5.000000,0.000000,-12.000000,6.000000,0.000000,-12.000000,5.000000,0.000000
landscape_ground,-13.000000,6.000000,0.000000,-13.000000,7.000000,0.000000,-12.000000,7.000000,0.000000
landscape_ground,-13.000000,6.000000,0.000000,-12.000000,7.000000,0.000000,-12.000000,6.000000,0.000000
landscape_ground,-13.000000,7.000000,0.000000,-13.000000,8.000000,0.000000,-12.000000,8.000000,0.000000
landscape_ground,-13.000000,7.000000,0.000000,-12.000000,8.000000,0.000000,-12.000000,7.000000,0.000000
landscape_ground,-13.000000,8.000000,0.000000,-13.000000,9.000000,0.000000,-12.000000,9.000000,0.000000
landscape_ground,-13.000000,8.000000,0.000000,-12.000000,9.000000,0.000000,-12.000000,8.000000,0.000000
landscape_ground,-13.000000,9.000000,0.000000,-13.000000,10.000000,0.000000,-12.000000,10.000000,0.000000
landscape_ground,-13.000000,9.000000,0.000000,-12.000000,10.000000,0.000000,-12.000000,9.000000,0.000000
landscape_ground,-13.000000,10.000000,0.000000,-13.000000,11.000000,0.000000,-12.000000,11.000000,0.000000
landscape_ground,-13.000000,10.000000,0.000000,-12.000000,11.000000,0.000000,-12.000000,10.000000,0.000000
landscape_ground,-13.000000,11.000000,0.000000,-13.000000,12.000000,0.000000,-12.000000,12.000000,0.000000
landscape_ground,-13.000000,11.000000,0.000000,-12.000000,12.000000,0.000000,-12.000000,11.000000,0.000000
landscape_ground,-13.000000,12.000000,0.000000,-13.000000,13.000000,0.000000,-12.000000,13.000000,0.000000
landscape_ground,-13.000000,12.000000,0.000000,-12.000000,13.000000,0.000000,-12.000000,12.000000,0.000000
landscape_ground,-13.000000,13.000000,0.000000,-13.000000,14.000000,0.000000,-12.000000,14.000000,0.000000
landscape_ground,-13.000000,13.000000,0.000000,-12.000000,14.000000,0.000000,-12.000000,13.000000,0.000000
landscape_ground,-13.000000,14.000000,0.000000,-13.000000,15.000000,0.000000,-12.000000,15.000000,0.000000
landscape_ground,-13.000000,14.000000,0.000000,-12.000000,15.000000,0.000000,-12.000000,14.000000,0.000000
landscape_ground,-13.000000,15.000000,0.000000,-13.000000,16.000000,0.000000,-12.000000,16.000000,0.000000
landscape_ground,-13.000000,15.000000,0.000000,-12.000000,16.000000,0.000000,-12.000000,15.000000,0.000000
landscape_ground,-13.000000,16.000000,0.000000,-13.000000,17.000000,0.000000,-12.000000,17.000000,0.000000
landscape_ground,-13.000000,16.000000,0.000000,-12.000000,17.000000,0.000000,-12.000000,16.000000,0.000000
landscape_ground,-13.000000,17.000000,0.000000,-13.000000,18.000000,0.000000,-12.000000,18.000000,0.000000
landscape_ground,-13.000000,17.000000,0.000000,-12.000000,18.000000,0.000000,-12.000000,17.000000,0.000000
landscape_ground,-13.000000,18.000000,0.000000,-13.000000,19.000000,0.000000,-12.000000,19.000000,0.000000
landscape_ground,-13.000000,18.000000,0.000000,-12.000000,19.000000,0.000000,-12.000000,18.000000,0.000000
landscape_ground,-13.000000,19.000000,0.000000,-13.000000,20.000000,0.000000,-12.000000,20.000000,0.000000
landscape_ground,-13.000000,19.000000,0.000000,-12.000000,20.000000,0.000000,-12.000000,19.000000,0.000000
landscape_ground,-13.000000,20.000000,0.000000,-13.000000,21.000000,0.000000,-12.000000,21.000000,0.011693
landscape_ground,-13.000000,20.000000,0.000000,-12.000000,21.000000,0.011693,-12.000000,20.000000,0.000000
landscape_ground,-13.000000,21.000000,0.000000,-13.000000,22.000000,0.015560,-12.000000,22.000000,0.060893
landscape_ground,-13.000000,21.000000,0.000000,-12.000000,22.000000,0.060893,-12.000000,21.000000,0.011693
landscape_ground,-13.000000,22.000000,0.015560,-13.000000,23.000000,0.065534,-12.000000,23.000000,0.149092
landscape_ground,-13.000000,22.000000,0.015560,-12.000000,23.000000,0.149092,-12.000000,22.000000,0.060893
landscape_ground,-13.000000,23.000000,0.065534,-13.000000,24.000000,0.164815,-12.000000,24.000000,0.297537
landscape_ground,-13.000000,23.000000,0.065534,-12.000000,24.000000,0.297537,-12.000000,23.000000,0.149092
landscape_ground,-13.000000,24.000000,0.164815,-13.000000,25.000000,0.311587,-12.000000,25.000000,0.497575
landscape_ground,-13.000000,24.000000,0.164815,-12.000000,25.000000,0.497575,-12.000000,24.000000,0.297537
landscape_ground,-13.000000,25.000000,0.311587,-13.000000,26.000000,0.488922,-12.000000,26.000000,0.732708
landscape_ground,-13.000000,25.000000,0.311587,-12.000000,26.000000,0.732708,-12.000000,25.000000,0.497575
landscape_ground,-13.000000,26.000000,0.488922,-13.000000,27.000000,0.696011,-12.000000,27.000000,0.981100
landscape_ground,-13.000000,26.000000,0.488922,-12.000000,27.000000,0.981100,-12.000000,26.000000,0.732708
landscape_ground,-13.000000,27.000000,0.696011,-13.000000,28.000000,0.932673,-12.000000,28.000000,1.238989
landscape_ground,-13.000000,27.000000,0.696011,-12.000000,28.000000,1.238989,-12.000000,27.000000,0.981100
landscape_ground,-13.000000,28.000000,0.932673,-13.000000,29.000000,1.171045,-12.000000,29.000000,1.502222
landscape_ground,-13.000000,28.000000,0.932673,-12.000000,29.000000,1.502222,-12.000000,28.000000,1.238989
landscape_ground,-13.000000,29.000000,1.171045,-13.000000,30.000000,1.398372,-12.000000,30.000000,1.761640
landscape_ground,-13.000000,29.000000,1.171045,-12.000000,30.000000,1.761640,-12.000000,29.000000,1.502222
landscape_ground,-12.000000,-7.000000,0.000000,-12.000000,-6.000000,0.000000,-11.000000,-6.000000,0.000000
landscape_ground,-12.000000,-7.000000,0.000000,-11.000000,-6.000000,0.000000,-11.000000,-7.000000,0.000000
landscape_ground,-12.000000,-6.000000,0.000000,-12.000000,-5.000000,0.000000,-11.000000,-5.000000,0.000000
landscape_ground,-12.000000,-6.000000,0.000000,-11.000000,-5.000000,0.000000,-11.000000,-6.000000,0.000000
landscape_ground,-12.000000,-5.000000,0.000000,-12.000000,-4.000000,0.000000,-11.000000,-4.000000,0.000000
landscape_ground,-12.000000,-5.000000,0.000000,-11.000000,-4.000000,0.000000,-11.000000,-5.000000,0.000000
landscape_ground,-12.000000,-4.000000,0.000000,-12.000000,-3.000000,0.000000,-11.000000,-3.000000,0.000000
landscape_ground,-12.000000,-4.000000,0.000000,-11.000000,-3.000000,0.000000,-11.000000,-4.000000,0.000000
landscape_ground,-12.000000,-3.000000,0.000000,-12.000000,-2.000000,0.000000,-11.000000,-2.000000,0.000000
landscape_ground,-12.000000,-3.000000,0.000000,-11.000000,-2.000000,0.000000,-11.000000,-3.000000,0.000000
landscape_ground,-12.000000,-2.000000,0.000000,-12.000000,-1.000000,0.000000,-11.000000,-1.000000,0.000000
landscape_ground,-12.000000,-2.000000,0.000000,-11.000000,-1.000000,0.000000,-11.000000,-2.000000,0.000000
landscape_ground,-12.000000,-1.000000,0.000000,-12.000000,0.000000,0.000000,-11.000000,0.000000,0.000000
landscape_ground,-12.000000,-1.000000,0.000000,-11.000000,0.000000,0.000000,-11.000000,-1.000000,0.000000
landscape_ground,-12.000000,0.000000,0.000000,-12.000000,1.000000,0.000000,-11.000000,1.000000,0.000000
landscape_ground,-12.000000,0.000000,0.000000,-11.000000,1.000000,0.000000,-11.000000,0.000000,0.000000
landscape_ground,-12.000000,1.000000,0.000000,-12.000000,2.000000,0.000000,-11.000000,2.000000,0.000000
landscape_ground,-12.000000,1.000000,0.000000,-11.000000,2.000000,0.000000,-11.000000,1.000000,0.000000
landscape_ground,-12.000000,2.000000,0.000000,-12.000000,3.000000,0.000000,-11.000000,3.000000,0.000000
landscape_ground,-12.000000,2.000000,0.000000,-11.000000,3.000000,0.000000,-11.000000,2.000000,0.000000
landscape_ground,-12.000000,3.000000,0.000000,-12.000000,4.000000,0.000000,-11.000000,4.000000,0.000000
landscape_ground,-12.000000,3.000000,0.000000,-11.000000,4.000000,0.000000,-11.000000,3.000000,0.000000
landscape_ground,-12.000000,4.000000,0.000000,-12.000000,5.000000,0.000000,-11.000000,5.000000,0.000000
