# Generated by SimCore Ground Collision Exporter.
# Explicit editor-only OBB markers; North=0 and heading is clockwise-positive.
# coordinate_mapping=east:UE_Y/100,north:UE_X/100,up:UE_Z/100
collider_id,semantic,shape,center_e_m,center_n_m,center_u_m,heading_rad,half_length_m,half_width_m,half_height_m,friction,restitution
Corner_NW_InnerCurb_09,curb,obb,-87.197097,129.800902,0.120000,3.468841888,0.815027,0.150000,0.120000,0.800000,0.000000
Corner_NW_InnerCurb_10,curb,obb,-87.597421,128.306871,0.120000,3.337942194,0.815027,0.150000,0.120000,0.800000,0.000000
Corner_NW_InnerCurb_11,curb,obb,-87.799311,126.773368,0.120000,3.207042501,0.815027,0.150000,0.120000,0.800000,0.000000
Corner_NW_OuterCurb_00,curb,obb,-77.315051,146.063807,0.120000,4.646939133,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_NW_OuterCurb_01,curb,obb,-79.922653,145.720510,0.120000,4.516039440,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_NW_OuterCurb_02,curb,obb,-82.463137,145.039789,0.120000,4.385139746,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_NW_OuterCurb_03,curb,obb,-84.893036,144.033292,0.120000,4.254240052,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_NW_OuterCurb_04,curb,obb,-87.170771,142.718241,0.120000,4.123340358,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_NW_OuterCurb_05,curb,obb,-89.257372,141.117136,0.120000,3.992440664,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_NW_OuterCurb_06,curb,obb,-91.117136,139.257372,0.120000,3.861540970,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_NW_OuterCurb_07,curb,obb,-92.718241,137.170771,0.120000,3.730641276,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_NW_OuterCurb_08,curb,obb,-94.033292,134.893036,0.120000,3.599741582,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_NW_OuterCurb_09,curb,obb,-95.039789,132.463137,0.120000,3.468841888,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_NW_OuterCurb_10,curb,obb,-95.720510,129.922653,0.120000,3.337942194,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_NW_OuterCurb_11,curb,obb,-96.063807,127.315051,0.120000,3.207042501,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_SE_InnerCurb_00,curb,obb,76.773368,6.200689,0.120000,1.505346480,0.815027,0.150000,0.120000,0.800000,0.000000
Corner_SE_InnerCurb_01,curb,obb,78.306871,6.402579,0.120000,1.374446786,0.815027,0.150000,0.120000,0.800000,0.000000
Corner_SE_InnerCurb_02,curb,obb,79.800902,6.802903,0.120000,1.243547092,0.815027,0.150000,0.120000,0.800000,0.000000
Corner_SE_InnerCurb_03,curb,obb,81.229899,7.394813,0.120000,1.112647398,0.815027,0.150000,0.120000,0.800000,0.000000
Corner_SE_InnerCurb_04,curb,obb,82.569411,8.168181,0.120000,0.981747704,0.815027,0.150000,0.120000,0.800000,0.000000
Corner_SE_InnerCurb_05,curb,obb,83.796519,9.109774,0.120000,0.850848010,0.815027,0.150000,0.120000,0.800000,0.000000
Corner_SE_InnerCurb_06,curb,obb,84.890226,10.203481,0.120000,0.719948316,0.815027,0.150000,0.120000,0.800000,0.000000
Corner_SE_InnerCurb_07,curb,obb,85.831819,11.430589,0.120000,0.589048623,0.815027,0.150000,0.120000,0.800000,0.000000
Corner_SE_InnerCurb_08,curb,obb,86.605187,12.770101,0.120000,0.458148929,0.815027,0.150000,0.120000,0.800000,0.000000
Corner_SE_InnerCurb_09,curb,obb,87.197097,14.199098,0.120000,0.327249235,0.815027,0.150000,0.120000,0.800000,0.000000
Corner_SE_InnerCurb_10,curb,obb,87.597421,15.693129,0.120000,0.196349541,0.815027,0.150000,0.120000,0.800000,0.000000
Corner_SE_InnerCurb_11,curb,obb,87.799311,17.226632,0.120000,0.065449847,0.815027,0.150000,0.120000,0.800000,0.000000
Corner_SE_OuterCurb_00,curb,obb,77.315051,-2.063807,0.120000,1.505346480,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_SE_OuterCurb_01,curb,obb,79.922653,-1.720510,0.120000,1.374446786,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_SE_OuterCurb_02,curb,obb,82.463137,-1.039789,0.120000,1.243547092,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_SE_OuterCurb_03,curb,obb,84.893036,-0.033292,0.120000,1.112647398,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_SE_OuterCurb_04,curb,obb,87.170771,1.281759,0.120000,0.981747704,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_SE_OuterCurb_05,curb,obb,89.257372,2.882864,0.120000,0.850848010,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_SE_OuterCurb_06,curb,obb,91.117136,4.742628,0.120000,0.719948316,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_SE_OuterCurb_07,curb,obb,92.718241,6.829229,0.120000,0.589048623,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_SE_OuterCurb_08,curb,obb,94.033292,9.106964,0.120000,0.458148929,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_SE_OuterCurb_09,curb,obb,95.039789,11.536863,0.120000,0.327249235,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_SE_OuterCurb_10,curb,obb,95.720510,14.077347,0.120000,0.196349541,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_SE_OuterCurb_11,curb,obb,96.063807,16.684949,0.120000,0.065449847,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_SW_InnerCurb_00,curb,obb,-87.799311,17.226632,0.120000,3.076142807,0.815027,0.150000,0.120000,0.800000,0.000000
Corner_SW_InnerCurb_01,curb,obb,-87.597421,15.693129,0.120000,2.945243113,0.815027,0.150000,0.120000,0.800000,0.000000
Corner_SW_InnerCurb_02,curb,obb,-87.197097,14.199098,0.120000,2.814343419,0.815027,0.150000,0.120000,0.800000,0.000000
Corner_SW_InnerCurb_03,curb,obb,-86.605187,12.770101,0.120000,2.683443725,0.815027,0.150000,0.120000,0.800000,0.000000
Corner_SW_InnerCurb_04,curb,obb,-85.831819,11.430589,0.120000,2.552544031,0.815027,0.150000,0.120000,0.800000,0.000000
Corner_SW_InnerCurb_05,curb,obb,-84.890226,10.203481,0.120000,2.421644337,0.815027,0.150000,0.120000,0.800000,0.000000
Corner_SW_InnerCurb_06,curb,obb,-83.796519,9.109774,0.120000,2.290744643,0.815027,0.150000,0.120000,0.800000,0.000000
Corner_SW_InnerCurb_07,curb,obb,-82.569411,8.168181,0.120000,2.159844949,0.815027,0.150000,0.120000,0.800000,0.000000
Corner_SW_InnerCurb_08,curb,obb,-81.229899,7.394813,0.120000,2.028945255,0.815027,0.150000,0.120000,0.800000,0.000000
Corner_SW_InnerCurb_09,curb,obb,-79.800902,6.802903,0.120000,1.898045562,0.815027,0.150000,0.120000,0.800000,0.000000
Corner_SW_InnerCurb_10,curb,obb,-78.306871,6.402579,0.120000,1.767145868,0.815027,0.150000,0.120000,0.800000,0.000000
Corner_SW_InnerCurb_11,curb,obb,-76.773368,6.200689,0.120000,1.636246174,0.815027,0.150000,0.120000,0.800000,0.000000
Corner_SW_OuterCurb_00,curb,obb,-96.063807,16.684949,0.120000,3.076142807,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_SW_OuterCurb_01,curb,obb,-95.720510,14.077347,0.120000,2.945243113,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_SW_OuterCurb_02,curb,obb,-95.039789,11.536863,0.120000,2.814343419,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_SW_OuterCurb_03,curb,obb,-94.033292,9.106964,0.120000,2.683443725,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_SW_OuterCurb_04,curb,obb,-92.718241,6.829229,0.120000,2.552544031,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_SW_OuterCurb_05,curb,obb,-91.117136,4.742628,0.120000,2.421644337,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_SW_OuterCurb_06,curb,obb,-89.257372,2.882864,0.120000,2.290744643,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_SW_OuterCurb_07,curb,obb,-87.170771,1.281759,0.120000,2.159844949,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_SW_OuterCurb_08,curb,obb,-84.893036,-0.033292,0.120000,2.028945255,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_SW_OuterCurb_09,curb,obb,-82.463137,-1.039789,0.120000,1.898045562,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_SW_OuterCurb_10,curb,obb,-79.922653,-1.720510,0.120000,1.767145868,1.357873,0.150000,0.120000,0.800000,0.000000
Corner_SW_OuterCurb_11,curb,obb,-77.315051,-2.063807,0.120000,1.636246174,1.357873,0.150000,0.120000,0.800000,0.000000
Curb_BayEnd,curb,obb,0.000000,172.150000,0.120000,1.570796327,5.000000,0.150000,0.120000,0.800000,0.000000
Curb_Branch_-1,curb,obb,-4.150000,155.000000,0.120000,0.000000000,8.000000,0.150000,0.120000,0.800000,0.000000
Curb_Branch_1,curb,obb,4.150000,155.000000,0.120000,0.000000000,8.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_00,curb,obb,87.850000,19.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_01,curb,obb,87.850000,21.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_02,curb,obb,87.850000,23.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_03,curb,obb,87.850000,25.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_04,curb,obb,87.850000,27.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_05,curb,obb,87.850000,29.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_06,curb,obb,87.850000,31.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_07,curb,obb,87.850000,33.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_08,curb,obb,87.850000,35.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_09,curb,obb,87.850000,37.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_10,curb,obb,87.850000,39.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_11,curb,obb,87.850000,41.000000,0.189927,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_12,curb,obb,87.850000,43.000000,0.329780,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_13,curb,obb,87.850000,45.000000,0.469634,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_14,curb,obb,87.850000,47.000000,0.609488,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_15,curb,obb,87.850000,49.000000,0.749341,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_16,curb,obb,87.850000,51.000000,0.889195,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_17,curb,obb,87.850000,53.000000,1.029049,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_18,curb,obb,87.850000,55.000000,1.168902,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_19,curb,obb,87.850000,57.000000,1.308756,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_20,curb,obb,87.850000,59.000000,1.448609,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_21,curb,obb,87.850000,61.000000,1.518536,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_22,curb,obb,87.850000,63.000000,1.518536,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_23,curb,obb,87.850000,65.000000,1.518536,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_24,curb,obb,87.850000,67.000000,1.518536,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_25,curb,obb,87.850000,69.000000,1.518536,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_26,curb,obb,87.850000,71.000000,1.518536,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_27,curb,obb,87.850000,73.000000,1.518536,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_28,curb,obb,87.850000,75.000000,1.518536,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_29,curb,obb,87.850000,77.000000,1.518536,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_30,curb,obb,87.850000,79.000000,1.518536,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_31,curb,obb,87.850000,81.000000,1.448609,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_32,curb,obb,87.850000,83.000000,1.308756,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_33,curb,obb,87.850000,85.000000,1.168902,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_34,curb,obb,87.850000,87.000000,1.029049,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_35,curb,obb,87.850000,89.000000,0.889195,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_36,curb,obb,87.850000,91.000000,0.749341,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_37,curb,obb,87.850000,93.000000,0.609488,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_38,curb,obb,87.850000,95.000000,0.469634,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_39,curb,obb,87.850000,97.000000,0.329780,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_40,curb,obb,87.850000,99.000000,0.189927,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_41,curb,obb,87.850000,101.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_42,curb,obb,87.850000,103.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_43,curb,obb,87.850000,105.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_44,curb,obb,87.850000,107.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_45,curb,obb,87.850000,109.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_46,curb,obb,87.850000,111.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_47,curb,obb,87.850000,113.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_48,curb,obb,87.850000,115.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_49,curb,obb,87.850000,117.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_50,curb,obb,87.850000,119.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_51,curb,obb,87.850000,121.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_52,curb,obb,87.850000,123.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_-1_53,curb,obb,87.850000,125.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_00,curb,obb,96.150000,19.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_01,curb,obb,96.150000,21.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_02,curb,obb,96.150000,23.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_03,curb,obb,96.150000,25.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_04,curb,obb,96.150000,27.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_05,curb,obb,96.150000,29.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_06,curb,obb,96.150000,31.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_07,curb,obb,96.150000,33.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_08,curb,obb,96.150000,35.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_09,curb,obb,96.150000,37.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_10,curb,obb,96.150000,39.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_11,curb,obb,96.150000,41.000000,0.189927,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_12,curb,obb,96.150000,43.000000,0.329780,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_13,curb,obb,96.150000,45.000000,0.469634,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_14,curb,obb,96.150000,47.000000,0.609488,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_15,curb,obb,96.150000,49.000000,0.749341,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_16,curb,obb,96.150000,51.000000,0.889195,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_17,curb,obb,96.150000,53.000000,1.029049,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_18,curb,obb,96.150000,55.000000,1.168902,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_19,curb,obb,96.150000,57.000000,1.308756,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_20,curb,obb,96.150000,59.000000,1.448609,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_21,curb,obb,96.150000,61.000000,1.518536,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_22,curb,obb,96.150000,63.000000,1.518536,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_23,curb,obb,96.150000,65.000000,1.518536,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_24,curb,obb,96.150000,67.000000,1.518536,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_25,curb,obb,96.150000,69.000000,1.518536,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_26,curb,obb,96.150000,71.000000,1.518536,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_27,curb,obb,96.150000,73.000000,1.518536,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_28,curb,obb,96.150000,75.000000,1.518536,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_29,curb,obb,96.150000,77.000000,1.518536,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_30,curb,obb,96.150000,79.000000,1.518536,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_31,curb,obb,96.150000,81.000000,1.448609,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_32,curb,obb,96.150000,83.000000,1.308756,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_33,curb,obb,96.150000,85.000000,1.168902,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_34,curb,obb,96.150000,87.000000,1.029049,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_35,curb,obb,96.150000,89.000000,0.889195,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_36,curb,obb,96.150000,91.000000,0.749341,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_37,curb,obb,96.150000,93.000000,0.609488,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_38,curb,obb,96.150000,95.000000,0.469634,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_39,curb,obb,96.150000,97.000000,0.329780,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_40,curb,obb,96.150000,99.000000,0.189927,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_41,curb,obb,96.150000,101.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_42,curb,obb,96.150000,103.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
Curb_East_1_43,curb,obb,96.150000,105.000000,0.120000,0.000000000,1.000000,0.150000,0.120000,0.800000,0.000000
