# Authoring QA checkpoints only; not a LaneGraph, navigation or traffic implementation.
east_m,north_m,up_m,heading_deg
-94.000000,48.600000,0.000000,180.000000
-94.000000,46.800000,0.000000,180.000000
-94.000000,45.000000,0.000000,180.000000
-94.000000,43.200000,0.000000,180.000000
-94.000000,41.400000,0.000000,180.000000
-94.000000,39.600000,0.000000,180.000000
-94.000000,37.800000,0.000000,180.000000
-94.000000,36.000000,0.000000,180.000000
-94.000000,34.200000,0.000000,180.000000
-94.000000,32.400000,0.000000,180.000000
-94.000000,30.600000,0.000000,180.000000
-94.000000,28.800000,0.000000,180.000000
-94.000000,27.000000,0.000000,180.000000
-94.000000,25.200000,0.000000,180.000000
-94.000000,23.400000,0.000000,180.000000
-94.000000,21.600000,0.000000,180.000000
-94.000000,19.800000,0.000000,180.000000
-94.000000,18.000000,0.000000,180.000000
-93.931505,16.431197,0.000000,175.000000
-93.726540,14.874333,0.000000,170.000000
-93.386665,13.341257,0.000000,165.000000
-92.914467,11.843637,0.000000,160.000000
-92.313540,10.392871,0.000000,155.000000
-91.588457,9.000000,0.000000,150.000000
-90.744737,7.675624,0.000000,145.000000
-89.788800,6.429823,0.000000,140.000000
-88.727922,5.272078,0.000000,135.000000
-87.570177,4.211200,0.000000,130.000000
-86.324376,3.255263,0.000000,125.000000
-85.000000,2.411543,0.000000,120.000000
-83.607129,1.686460,0.000000,115.000000
-82.156363,1.085533,0.000000,110.000000
-80.658743,0.613335,0.000000,105.000000
-79.125667,0.273460,0.000000,100.000000
-77.568803,0.068495,0.000000,95.000000
-76.000000,0.000000,0.000000,90.000000
-74.232558,0.000000,0.000000,90.000000
-72.465116,0.000000,0.000000,90.000000
-70.697674,0.000000,0.000000,90.000000
-68.930233,0.000000,0.000000,90.000000
-67.162791,0.000000,0.000000,90.000000
-65.395349,0.000000,0.000000,90.000000
-63.627907,0.000000,0.000000,90.000000
-61.860465,0.000000,0.000000,90.000000
-60.093023,0.000000,0.000000,90.000000
-58.325581,0.000000,0.000000,90.000000
-56.558140,0.000000,0.000000,90.000000
-54.790698,0.000000,0.000000,90.000000
-53.023256,0.000000,0.000000,90.000000
-51.255814,0.000000,0.000000,90.000000
-49.488372,0.000000,0.000000,90.000000
-47.720930,0.000000,0.000000,90.000000
-45.953488,0.000000,0.000000,90.000000
-44.186047,0.000000,0.000000,90.000000
-42.418605,0.000000,0.000000,90.000000
-40.651163,0.000000,0.000000,90.000000
-38.883721,0.000000,0.000000,90.000000
-37.116279,0.000000,0.000000,90.000000
-35.348837,0.000000,0.000000,90.000000
-33.581395,0.000000,0.000000,90.000000
-31.813953,0.000000,0.000000,90.000000
-30.046512,0.000000,0.000000,90.000000
-28.279070,0.000000,0.000000,90.000000
-26.511628,0.000000,0.000000,90.000000
-24.744186,0.000000,0.000000,90.000000
-22.976744,0.000000,0.000000,90.000000
-21.209302,0.000000,0.000000,90.000000
-19.441860,0.000000,0.000000,90.000000
-17.674419,0.000000,0.000000,90.000000
-15.906977,0.000000,0.000000,90.000000
-14.139535,0.000000,0.000000,90.000000
-12.372093,0.000000,0.000000,90.000000
-10.604651,0.000000,0.000000,90.000000
-8.837209,0.000000,0.000000,90.000000
-7.069767,0.000000,0.000000,90.000000
-5.302326,0.000000,0.000000,90.000000
-3.534884,0.000000,0.000000,90.000000
-1.767442,0.000000,0.000000,90.000000
0.000000,0.000000,0.000000,90.000000
