# Authoring QA checkpoints only; not a LaneGraph, navigation or traffic implementation.
east_m,north_m,up_m,heading_deg
75.103448,40.000000,0.000000,90.000000
76.594828,40.000000,0.000000,90.000000
78.086207,40.000000,0.000000,90.000000
79.577586,40.000000,0.000000,90.000000
81.068966,40.000000,0.000000,90.000000
82.560345,40.000000,0.000000,90.000000
84.051724,40.000000,0.000000,90.000000
85.543103,40.000000,0.000000,90.000000
87.034483,40.000000,0.000000,90.000000
88.525862,40.000000,0.000000,90.000000
90.017241,40.000000,0.000000,90.000000
91.508621,40.000000,0.000000,90.000000
93.000000,40.000000,0.000000,88.593751
93.736014,40.018068,0.000000,85.781252
94.470256,40.072229,0.000000,82.968752
95.200957,40.162352,0.000000,80.156252
95.926354,40.288221,0.000000,77.343752
96.644702,40.449531,0.000000,74.531252
97.354270,40.645895,0.000000,71.718752
98.053347,40.876839,0.000000,68.906252
98.740251,41.141807,0.000000,66.093752
99.413326,41.440160,0.000000,63.281252
100.070951,41.771181,0.000000,60.468752
100.711541,42.134071,0.000000,57.656252
101.333553,42.527956,0.000000,54.843752
101.935489,42.951887,0.000000,52.031251
102.515899,43.404843,0.000000,49.218751
103.073384,43.885733,0.000000,46.406251
103.606601,44.393398,0.000000,43.593751
104.114267,44.926615,0.000000,40.781251
104.595157,45.484101,0.000000,37.968751
105.048113,46.064510,0.000000,35.156251
105.472044,46.666446,0.000000,32.343751
105.865929,47.288459,0.000000,29.531251
106.228819,47.929049,0.000000,26.718751
106.559839,48.586673,0.000000,23.906251
106.858193,49.259748,0.000000,21.093751
107.123161,49.946652,0.000000,18.281251
107.354105,50.645730,0.000000,15.468750
107.550469,51.355297,0.000000,12.656250
107.711779,52.073645,0.000000,9.843750
107.837648,52.799043,0.000000,7.031250
107.927771,53.529743,0.000000,4.218750
107.981932,54.263985,0.000000,1.406250
108.000000,55.000000,0.000000,359.622318
107.992369,56.157565,0.000000,358.887476
107.969947,57.312171,0.000000,358.184457
107.933438,58.463960,0.000000,357.513902
107.883546,59.613073,0.000000,356.876381
107.820976,60.759650,0.000000,356.272395
107.746431,61.903832,0.000000,355.702383
107.660617,63.045760,0.000000,355.166725
107.564237,64.185575,0.000000,354.665747
107.457997,65.323418,0.000000,354.199729
107.342600,66.459429,0.000000,353.768908
107.218750,67.593750,0.000000,353.373480
107.087153,68.726521,0.000000,353.013611
106.948511,69.857884,0.000000,352.689436
106.803531,70.987979,0.000000,352.401064
106.652916,72.116947,0.000000,352.148583
106.497370,73.244929,0.000000,351.932064
106.337599,74.372065,0.000000,351.751560
106.174305,75.498497,0.000000,351.607113
106.008194,76.624366,0.000000,351.498753
105.839970,77.749812,0.000000,351.426502
105.670337,78.874977,0.000000,351.390373
105.500000,80.000000,0.000000,351.390373
105.329663,81.125023,0.000000,351.426502
105.160030,82.250188,0.000000,351.498753
104.991806,83.375634,0.000000,351.607113
104.825695,84.501503,0.000000,351.751560
104.662401,85.627935,0.000000,351.932064
104.502630,86.755071,0.000000,352.148583
104.347084,87.883053,0.000000,352.401064
104.196469,89.012021,0.000000,352.689436
104.051489,90.142116,0.000000,353.013611
103.912847,91.273479,0.000000,353.373480
103.781250,92.406250,0.000000,353.768908
103.657400,93.540571,0.000000,354.199729
103.542003,94.676582,0.000000,354.665747
103.435763,95.814425,0.000000,355.166725
103.339383,96.954240,0.000000,355.702383
103.253569,98.096168,0.000000,356.272395
103.179024,99.240350,0.000000,356.876381
103.116454,100.386927,0.000000,357.513902
103.066562,101.536040,0.000000,358.184457
103.030053,102.687829,0.000000,358.887476
103.007631,103.842435,0.000000,359.622318
103.000000,105.000000,0.000000,358.593750
102.981932,105.736015,0.000000,355.781250
102.927771,106.470257,0.000000,352.968750
102.837648,107.200957,0.000000,350.156250
102.711779,107.926355,0.000000,347.343750
102.550469,108.644703,0.000000,344.531250
102.354105,109.354270,0.000000,341.718749
102.123161,110.053348,0.000000,338.906249
101.858193,110.740252,0.000000,336.093749
101.559839,111.413327,0.000000,333.281249
101.228819,112.070951,0.000000,330.468749
100.865929,112.711541,0.000000,327.656249
100.472044,113.333554,0.000000,324.843749
100.048113,113.935490,0.000000,322.031249
99.595157,114.515899,0.000000,319.218749
99.114267,115.073385,0.000000,316.406249
98.606601,115.606602,0.000000,313.593749
98.073384,116.114267,0.000000,310.781249
97.515899,116.595157,0.000000,307.968749
96.935489,117.048113,0.000000,305.156248
96.333553,117.472044,0.000000,302.343748
95.711541,117.865929,0.000000,299.531248
95.070951,118.228819,0.000000,296.718748
94.413326,118.559840,0.000000,293.906248
93.740251,118.858193,0.000000,291.093748
93.053347,119.123161,0.000000,288.281248
92.354270,119.354105,0.000000,285.468748
91.644702,119.550469,0.000000,282.656248
90.926354,119.711779,0.000000,279.843748
90.200957,119.837648,0.000000,277.031248
89.470256,119.927771,0.000000,274.218748
88.736014,119.981932,0.000000,271.406249
88.000000,120.000000,0.000000,270.000000
86.504505,120.000000,0.000000,270.000000
85.009009,120.000000,0.000000,270.000000
83.513514,120.000000,0.000000,270.000000
82.018018,120.000000,0.000000,270.000000
80.522523,120.000000,0.000000,270.000000
79.027027,120.000000,0.000000,270.000000
77.531532,120.000000,0.000000,270.000000
76.036036,120.000000,0.000000,270.000000
74.540541,120.000000,0.000000,270.000000
73.045045,120.000000,0.000000,270.000000
71.549550,120.000000,0.000000,270.000000
70.054054,120.000000,0.000000,270.000000
68.558559,120.000000,0.000000,270.000000
67.063063,120.000000,0.000000,270.000000
65.567568,120.000000,0.000000,270.000000
64.072072,120.000000,0.000000,270.000000
62.576577,120.000000,0.000000,270.000000
61.081081,120.000000,0.000000,270.000000
59.585586,120.000000,0.000000,270.000000
58.090090,120.000000,0.000000,270.000000
56.594595,120.000000,0.000000,270.000000
55.099099,120.000000,0.000000,270.000000
53.603604,120.000000,0.000000,270.000000
52.108108,120.000000,0.000000,270.000000
50.612613,120.000000,0.000000,270.000000
49.117117,120.000000,0.000000,270.000000
47.621622,120.000000,0.000000,270.000000
46.126126,120.000000,0.000000,270.000000
44.630631,120.000000,0.000000,270.000000
43.135135,120.000000,0.000000,270.000000
41.639640,120.000000,0.000000,270.000000
40.144144,120.000000,0.000000,270.000000
38.648649,120.000000,0.000000,270.000000
37.153153,120.000000,0.000000,270.000000
35.657658,120.000000,0.000000,270.000000
34.162162,120.000000,0.000000,270.000000
32.666667,120.000000,0.000000,270.000000
31.171171,120.000000,0.000000,270.000000
29.675676,120.000000,0.000000,270.000000
28.180180,120.000000,0.000000,270.000000
26.684685,120.000000,0.000000,270.000000
25.189189,120.000000,0.000000,270.000000
23.693694,120.000000,0.000000,270.000000
22.198198,120.000000,0.000000,270.000000
20.702703,120.000000,0.000000,270.000000
19.207207,120.000000,0.000000,270.000000
17.711712,120.000000,0.000000,270.000000
16.216216,120.000000,0.000000,270.000000
14.720721,120.000000,0.000000,270.000000
13.225225,120.000000,0.000000,270.000000
11.729730,120.000000,0.000000,270.000000
10.234234,120.000000,0.000000,270.000000
8.738739,120.000000,0.000000,270.000000
7.243243,120.000000,0.000000,270.000000
5.747748,120.000000,0.000000,270.000000
4.252252,120.000000,0.000000,270.000000
2.756757,120.000000,0.000000,270.000000
1.261261,120.000000,0.000000,270.000000
-0.234234,120.000000,0.000000,270.000000
-1.729730,120.000000,0.000000,270.000000
-3.225225,120.000000,0.000000,270.000000
-4.720721,120.000000,0.000000,270.000000
-6.216216,120.000000,0.000000,270.000000
-7.711712,120.000000,0.000000,270.000000
-9.207207,120.000000,0.000000,270.000000
-10.702703,120.000000,0.000000,270.000000
-12.198198,120.000000,0.000000,270.000000
-13.693694,120.000000,0.000000,270.000000
-15.189189,120.000000,0.000000,270.000000
-16.684685,120.000000,0.000000,270.000000
-18.180180,120.000000,0.000000,270.000000
-19.675676,120.000000,0.000000,270.000000
-21.171171,120.000000,0.000000,270.000000
-22.666667,120.000000,0.000000,270.000000
-24.162162,120.000000,0.000000,270.000000
-25.657658,120.000000,0.000000,270.000000
-27.153153,120.000000,0.000000,270.000000
-28.648649,120.000000,0.000000,270.000000
-30.144144,120.000000,0.000000,270.000000
-31.639640,120.000000,0.000000,270.000000
-33.135135,120.000000,0.000000,270.000000
-34.630631,120.000000,0.000000,270.000000
-36.126126,120.000000,0.000000,270.000000
-37.621622,120.000000,0.000000,270.000000
-39.117117,120.000000,0.000000,270.000000
-40.612613,120.000000,0.000000,270.000000
-42.108108,120.000000,0.000000,270.000000
-43.603604,120.000000,0.000000,270.000000
-45.099099,120.000000,0.000000,270.000000
-46.594595,120.000000,0.000000,270.000000
-48.090090,120.000000,0.000000,270.000000
-49.585586,120.000000,0.000000,270.000000
-51.081081,120.000000,0.000000,270.000000
-52.576577,120.000000,0.000000,270.000000
-54.072072,120.000000,0.000000,270.000000
-55.567568,120.000000,0.000000,270.000000
-57.063063,120.000000,0.000000,270.000000
-58.558559,120.000000,0.000000,270.000000
-60.054054,120.000000,0.000000,270.000000
-61.549550,120.000000,0.000000,270.000000
-63.045045,120.000000,0.000000,270.000000
-64.540541,120.000000,0.000000,270.000000
-66.036036,120.000000,0.000000,270.000000
-67.531532,120.000000,0.000000,270.000000
-69.027027,120.000000,0.000000,270.000000
-70.522523,120.000000,0.000000,270.000000
-72.018018,120.000000,0.000000,270.000000
-73.513514,120.000000,0.000000,270.000000
-75.009009,120.000000,0.000000,270.000000
-76.504505,120.000000,0.000000,270.000000
-78.000000,120.000000,0.000000,268.593751
-78.736014,119.981932,0.000000,265.781252
-79.470256,119.927771,0.000000,262.968752
-80.200957,119.837648,0.000000,260.156252
-80.926354,119.711779,0.000000,257.343752
-81.644702,119.550469,0.000000,254.531252
-82.354270,119.354105,0.000000,251.718752
-83.053347,119.123161,0.000000,248.906252
-83.740251,118.858193,0.000000,246.093752
-84.413326,118.559840,0.000000,243.281252
-85.070951,118.228819,0.000000,240.468752
-85.711541,117.865929,0.000000,237.656252
-86.333553,117.472044,0.000000,234.843752
-86.935489,117.048113,0.000000,232.031251
-87.515899,116.595157,0.000000,229.218751
-88.073384,116.114267,0.000000,226.406251
-88.606601,115.606602,0.000000,223.593751
-89.114267,115.073385,0.000000,220.781251
-89.595157,114.515899,0.000000,217.968751
-90.048113,113.935490,0.000000,215.156251
-90.472044,113.333554,0.000000,212.343751
-90.865929,112.711541,0.000000,209.531251
-91.228819,112.070951,0.000000,206.718751
-91.559839,111.413327,0.000000,203.906251
-91.858193,110.740252,0.000000,201.093751
-92.123161,110.053348,0.000000,198.281251
-92.354105,109.354270,0.000000,195.468750
-92.550469,108.644703,0.000000,192.656250
-92.711779,107.926355,0.000000,189.843750
-92.837648,107.200957,0.000000,187.031250
-92.927771,106.470257,0.000000,184.218750
-92.981932,105.736015,0.000000,181.406250
-93.000000,105.000000,0.000000,181.132915
-93.022892,103.842435,0.000000,183.334223
-93.090158,102.687829,0.000000,185.432120
-93.199685,101.536040,0.000000,187.421198
-93.349361,100.386927,0.000000,189.297671
-93.537073,99.240350,0.000000,191.059199
-93.760706,98.096168,0.000000,192.704685
-94.018149,96.954240,0.000000,194.234070
-94.307288,95.814425,0.000000,195.648122
-94.626010,94.676582,0.000000,196.948244
-94.972201,93.540571,0.000000,198.136291
-95.343750,92.406250,0.000000,199.214421
-95.738542,91.273479,0.000000,200.184956
-96.154466,90.142116,0.000000,201.050273
-96.589406,89.012021,0.000000,201.812708
-97.041252,87.883053,0.000000,202.474483
-97.507889,86.755071,0.000000,203.037647
-97.987204,85.627935,0.000000,203.504024
-98.477085,84.501503,0.000000,203.875183
-98.975418,83.375634,0.000000,204.152406
-99.480090,82.250188,0.000000,204.336671
-99.988989,81.125023,0.000000,204.428638
-100.500000,80.000000,0.000000,204.428638
-101.011011,78.874977,0.000000,204.336671
-101.519910,77.749812,0.000000,204.152406
-102.024582,76.624366,0.000000,203.875183
-102.522915,75.498497,0.000000,203.504024
-103.012796,74.372065,0.000000,203.037647
-103.492111,73.244929,0.000000,202.474483
-103.958748,72.116947,0.000000,201.812708
-104.410594,70.987979,0.000000,201.050273
-104.845534,69.857884,0.000000,200.184956
-105.261458,68.726521,0.000000,199.214421
-105.656250,67.593750,0.000000,198.136291
-106.027799,66.459429,0.000000,196.948244
-106.373990,65.323418,0.000000,195.648122
-106.692712,64.185575,0.000000,194.234070
-106.981851,63.045760,0.000000,192.704685
-107.239294,61.903832,0.000000,191.059199
-107.462927,60.759650,0.000000,189.297671
-107.650639,59.613073,0.000000,187.421198
-107.800315,58.463960,0.000000,185.432120
-107.909842,57.312171,0.000000,183.334223
-107.977108,56.157565,0.000000,181.132915
-108.000000,55.000000,0.000000,178.593750
-107.981932,54.263985,0.000000,175.781250
-107.927771,53.529743,0.000000,172.968750
-107.837648,52.799043,0.000000,170.156250
-107.711779,52.073645,0.000000,167.343750
-107.550469,51.355297,0.000000,164.531250
-107.354105,50.645730,0.000000,161.718749
-107.123161,49.946652,0.000000,158.906249
-106.858193,49.259748,0.000000,156.093749
-106.559839,48.586673,0.000000,153.281249
-106.228819,47.929049,0.000000,150.468749
-105.865929,47.288459,0.000000,147.656249
-105.472044,46.666446,0.000000,144.843749
-105.048113,46.064510,0.000000,142.031249
-104.595157,45.484101,0.000000,139.218749
-104.114267,44.926615,0.000000,136.406249
-103.606601,44.393398,0.000000,133.593749
-103.073384,43.885733,0.000000,130.781249
-102.515899,43.404843,0.000000,127.968749
-101.935489,42.951887,0.000000,125.156248
-101.333553,42.527956,0.000000,122.343748
-100.711541,42.134071,0.000000,119.531248
-100.070951,41.771181,0.000000,116.718748
-99.413326,41.440160,0.000000,113.906248
-98.740251,41.141807,0.000000,111.093748
-98.053347,40.876839,0.000000,108.281248
-97.354270,40.645895,0.000000,105.468748
-96.644702,40.449531,0.000000,102.656248
-95.926354,40.288221,0.000000,99.843748
-95.200957,40.162352,0.000000,97.031248
-94.470256,40.072229,0.000000,94.218748
-93.736014,40.018068,0.000000,91.406249
-93.000000,40.000000,0.000000,90.000000
-91.555556,40.000000,0.000000,90.000000
-90.111111,40.000000,0.000000,90.000000
-88.666667,40.000000,0.000000,90.000000
-87.222222,40.000000,0.000000,90.000000
-85.777778,40.000000,0.000000,90.000000
-84.333333,40.000000,0.000000,90.000000
-82.888889,40.000000,0.000000,90.000000
-81.444444,40.000000,0.000000,90.000000
-80.000000,40.000000,0.000000,90.000000
